LSOA code,Month,crime_count,neighbor_crime_count,crime_1m_ago,crime_3m_ago,crime_6m_ago,yearly_avg,neighbor_1m_ago,neighbor_3m_ago,neighbor_6m_ago
E01011538,2025-08-01,14,76,10.0,13.0,12.0,14.416666666666666,122.0,67.0,106.0
E01011538,2025-09-01,15,89,14.0,9.0,16.0,13.166666666666666,76.0,103.0,87.0
E01011538,2025-10-01,13,92,15.0,10.0,5.0,13.416666666666666,89.0,122.0,74.0
E01011538,2025-11-01,12,79,13.0,14.0,13.0,13.25,92.0,76.0,67.0
E01011538,2025-12-01,12,93,12.0,15.0,9.0,13.333333333333334,79.0,89.0,103.0
E01011538,2026-01-01,12,67,12.0,13.0,10.0,12.333333333333334,93.0,92.0,122.0
E01011538,2026-02-01,8,73,12.0,12.0,14.0,11.916666666666666,67.0,79.0,76.0
E01011538,2026-03-01,12,86,8.0,12.0,15.0,11.583333333333334,73.0,93.0,89.0
E01011540,2023-04-01,23,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011540,2023-05-01,17,130,23.0,0.0,0.0,0.0,145.0,0.0,0.0
E01011540,2023-06-01,15,137,17.0,0.0,0.0,0.0,130.0,0.0,0.0
E01011540,2023-07-01,11,162,15.0,23.0,0.0,0.0,137.0,145.0,0.0
E01011540,2023-08-01,15,147,11.0,17.0,0.0,0.0,162.0,130.0,0.0
E01011540,2023-09-01,20,130,15.0,15.0,0.0,0.0,147.0,137.0,0.0
E01011540,2023-10-01,17,161,20.0,11.0,23.0,0.0,130.0,162.0,145.0
E01011540,2023-11-01,16,134,17.0,15.0,17.0,0.0,161.0,147.0,130.0
E01011540,2023-12-01,17,119,16.0,20.0,15.0,0.0,134.0,130.0,137.0
E01011540,2024-01-01,12,101,17.0,17.0,11.0,0.0,119.0,161.0,162.0
E01011540,2024-02-01,13,91,12.0,16.0,15.0,0.0,101.0,134.0,147.0
E01011540,2024-03-01,11,103,13.0,17.0,20.0,0.0,91.0,119.0,130.0
E01011540,2024-04-01,7,120,11.0,12.0,17.0,15.583333333333334,103.0,101.0,161.0
E01011540,2024-05-01,15,122,7.0,13.0,16.0,14.25,120.0,91.0,134.0
E01011540,2024-06-01,13,126,15.0,11.0,17.0,14.083333333333334,122.0,103.0,119.0
E01011540,2024-07-01,21,134,13.0,7.0,12.0,13.916666666666666,126.0,120.0,101.0
E01011540,2024-08-01,12,118,21.0,15.0,13.0,14.75,134.0,122.0,91.0
E01011540,2024-09-01,16,124,12.0,13.0,11.0,14.5,118.0,126.0,103.0
E01011540,2024-10-01,7,141,16.0,21.0,7.0,14.166666666666666,124.0,134.0,120.0
E01011540,2024-11-01,9,101,7.0,12.0,15.0,13.333333333333334,141.0,118.0,122.0
E01011540,2024-12-01,5,125,9.0,16.0,13.0,12.75,101.0,124.0,126.0
E01011540,2025-01-01,10,100,5.0,7.0,21.0,11.75,125.0,141.0,134.0
E01011540,2025-02-01,11,108,10.0,9.0,12.0,11.583333333333334,100.0,101.0,118.0
E01011540,2025-03-01,17,109,11.0,5.0,16.0,11.416666666666666,108.0,125.0,124.0
E01011540,2025-04-01,13,92,17.0,10.0,7.0,11.916666666666666,109.0,100.0,141.0
E01011540,2025-05-01,10,114,13.0,11.0,9.0,12.416666666666666,92.0,108.0,101.0
E01011540,2025-06-01,11,114,10.0,17.0,5.0,12.0,114.0,109.0,125.0
E01011540,2025-07-01,21,113,11.0,13.0,10.0,11.833333333333334,114.0,92.0,100.0
E01011540,2025-08-01,10,106,21.0,10.0,11.0,11.833333333333334,113.0,114.0,108.0
E01011540,2025-09-01,17,116,10.0,11.0,17.0,11.666666666666666,106.0,114.0,109.0
E01011540,2025-10-01,14,130,17.0,21.0,13.0,11.75,116.0,113.0,92.0
E01011540,2025-11-01,16,113,14.0,10.0,10.0,12.333333333333334,130.0,106.0,114.0
E01011540,2025-12-01,16,108,16.0,17.0,11.0,12.916666666666666,113.0,116.0,114.0
E01011540,2026-01-01,9,127,16.0,14.0,21.0,13.833333333333334,108.0,130.0,113.0
E01011540,2026-02-01,8,104,9.0,16.0,10.0,13.75,127.0,113.0,106.0
E01011540,2026-03-01,12,105,8.0,16.0,17.0,13.5,104.0,108.0,116.0
E01011541,2023-04-01,33,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011541,2023-05-01,37,86,33.0,0.0,0.0,0.0,92.0,0.0,0.0
E01011541,2023-06-01,31,89,37.0,0.0,0.0,0.0,86.0,0.0,0.0
E01011541,2023-07-01,43,97,31.0,33.0,0.0,0.0,89.0,92.0,0.0
E01011541,2023-08-01,49,92,43.0,37.0,0.0,0.0,97.0,86.0,0.0
E01011541,2023-09-01,25,74,49.0,31.0,0.0,0.0,92.0,89.0,0.0
E01011541,2023-10-01,46,103,25.0,43.0,33.0,0.0,74.0,97.0,92.0
E01011541,2023-11-01,54,80,46.0,49.0,37.0,0.0,103.0,92.0,86.0
E01011541,2023-12-01,88,82,54.0,25.0,31.0,0.0,80.0,74.0,89.0
E01011541,2024-01-01,44,95,88.0,46.0,43.0,0.0,82.0,103.0,97.0
E01011541,2024-02-01,28,75,44.0,54.0,49.0,0.0,95.0,80.0,92.0
E01011541,2024-03-01,25,71,28.0,88.0,25.0,0.0,75.0,82.0,74.0
E01011541,2024-04-01,32,82,25.0,44.0,46.0,41.916666666666664,71.0,95.0,103.0
E01011541,2024-05-01,46,77,32.0,28.0,54.0,41.833333333333336,82.0,75.0,80.0
E01011541,2024-06-01,30,96,46.0,25.0,88.0,42.583333333333336,77.0,71.0,82.0
E01011541,2024-07-01,66,72,30.0,32.0,44.0,42.5,96.0,82.0,95.0
E01011541,2024-08-01,78,75,66.0,46.0,28.0,44.416666666666664,72.0,77.0,75.0
E01011541,2024-09-01,63,73,78.0,30.0,25.0,46.833333333333336,75.0,96.0,71.0
E01011541,2024-10-01,64,107,63.0,66.0,32.0,50.0,73.0,72.0,82.0
E01011541,2024-11-01,46,74,64.0,78.0,46.0,51.5,107.0,75.0,77.0
E01011541,2024-12-01,51,90,46.0,63.0,30.0,50.833333333333336,74.0,73.0,96.0
E01011541,2025-01-01,43,49,51.0,64.0,66.0,47.75,90.0,107.0,72.0
E01011541,2025-02-01,73,86,43.0,46.0,78.0,47.666666666666664,49.0,74.0,75.0
E01011541,2025-03-01,45,90,73.0,51.0,63.0,51.416666666666664,86.0,90.0,73.0
E01011541,2025-04-01,55,82,45.0,43.0,64.0,53.083333333333336,90.0,49.0,107.0
E01011541,2025-05-01,43,111,55.0,73.0,46.0,55.0,82.0,86.0,74.0
E01011541,2025-06-01,36,85,43.0,45.0,51.0,54.75,111.0,90.0,90.0
E01011541,2025-07-01,46,96,36.0,55.0,43.0,55.25,85.0,82.0,49.0
E01011541,2025-08-01,52,95,46.0,43.0,73.0,53.583333333333336,96.0,111.0,86.0
E01011541,2025-09-01,67,117,52.0,36.0,45.0,51.416666666666664,95.0,85.0,90.0
E01011541,2025-10-01,49,119,67.0,46.0,55.0,51.75,117.0,96.0,82.0
E01011541,2025-11-01,39,88,49.0,52.0,43.0,50.5,119.0,95.0,111.0
E01011541,2025-12-01,46,80,39.0,67.0,36.0,49.916666666666664,88.0,117.0,85.0
E01011541,2026-01-01,47,75,46.0,49.0,46.0,49.5,80.0,119.0,96.0
E01011541,2026-02-01,35,79,47.0,39.0,52.0,49.833333333333336,75.0,88.0,95.0
E01011541,2026-03-01,43,80,35.0,46.0,67.0,46.666666666666664,79.0,80.0,117.0
E01011545,2023-04-01,5,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011545,2023-05-01,7,69,5.0,0.0,0.0,0.0,52.0,0.0,0.0
E01011545,2023-06-01,4,61,7.0,0.0,0.0,0.0,69.0,0.0,0.0
E01011545,2023-07-01,2,81,4.0,5.0,0.0,0.0,61.0,52.0,0.0
E01011545,2023-08-01,4,76,2.0,7.0,0.0,0.0,81.0,69.0,0.0
E01011545,2023-09-01,4,43,4.0,4.0,0.0,0.0,76.0,61.0,0.0
E01011545,2023-10-01,3,71,4.0,2.0,5.0,0.0,43.0,81.0,52.0
E01011545,2023-11-01,6,85,3.0,4.0,7.0,0.0,71.0,76.0,69.0
E01011545,2023-12-01,5,104,6.0,4.0,4.0,0.0,85.0,43.0,61.0
E01011545,2024-01-01,8,72,5.0,3.0,2.0,0.0,104.0,71.0,81.0
E01011545,2024-02-01,7,52,8.0,6.0,4.0,0.0,72.0,85.0,76.0
E01011545,2024-03-01,9,39,7.0,5.0,4.0,0.0,52.0,104.0,43.0
E01011545,2024-04-01,2,64,9.0,8.0,3.0,5.333333333333333,39.0,72.0,71.0
E01011545,2024-05-01,6,65,2.0,7.0,6.0,5.083333333333333,64.0,52.0,85.0
E01011545,2024-06-01,9,57,6.0,9.0,5.0,5.0,65.0,39.0,104.0
E01011545,2024-07-01,7,94,9.0,2.0,8.0,5.416666666666667,57.0,64.0,72.0
E01011545,2024-08-01,5,103,7.0,6.0,7.0,5.833333333333333,94.0,65.0,52.0
E01011545,2024-09-01,6,80,5.0,9.0,9.0,5.916666666666667,103.0,57.0,39.0
E01011545,2024-10-01,5,90,6.0,7.0,2.0,6.083333333333333,80.0,94.0,64.0
E01011545,2024-11-01,7,67,5.0,5.0,6.0,6.25,90.0,103.0,65.0
E01011545,2024-12-01,7,80,7.0,6.0,9.0,6.333333333333333,67.0,80.0,57.0
E01011545,2025-01-01,5,56,7.0,5.0,7.0,6.5,80.0,90.0,94.0
E01011545,2025-02-01,6,103,5.0,7.0,5.0,6.25,56.0,67.0,103.0
E01011545,2025-03-01,5,65,6.0,7.0,6.0,6.166666666666667,103.0,80.0,80.0
E01011545,2025-04-01,8,84,5.0,5.0,5.0,5.833333333333333,65.0,56.0,90.0
E01011545,2025-05-01,4,63,8.0,6.0,7.0,6.333333333333333,84.0,103.0,67.0
E01011545,2025-06-01,4,53,4.0,5.0,7.0,6.166666666666667,63.0,65.0,80.0
E01011545,2025-07-01,6,81,4.0,8.0,5.0,5.75,53.0,84.0,56.0
E01011545,2025-08-01,8,76,6.0,4.0,6.0,5.666666666666667,81.0,63.0,103.0
E01011545,2025-09-01,12,102,8.0,4.0,5.0,5.916666666666667,76.0,53.0,65.0
E01011545,2025-10-01,10,70,12.0,6.0,8.0,6.416666666666667,102.0,81.0,84.0
E01011545,2025-11-01,11,67,10.0,8.0,4.0,6.833333333333333,70.0,76.0,63.0
E01011545,2025-12-01,5,63,11.0,12.0,4.0,7.166666666666667,67.0,102.0,53.0
E01011545,2026-01-01,9,64,5.0,10.0,6.0,7.0,63.0,70.0,81.0
E01011545,2026-02-01,4,57,9.0,11.0,8.0,7.333333333333333,64.0,67.0,76.0
E01011545,2026-03-01,7,59,4.0,5.0,12.0,7.166666666666667,57.0,63.0,102.0
E01011546,2023-04-01,11,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011546,2023-05-01,24,74,11.0,0.0,0.0,0.0,70.0,0.0,0.0
E01011546,2023-06-01,25,63,24.0,0.0,0.0,0.0,74.0,0.0,0.0
E01011546,2023-07-01,24,92,25.0,11.0,0.0,0.0,63.0,70.0,0.0
E01011546,2023-08-01,21,84,24.0,24.0,0.0,0.0,92.0,74.0,0.0
E01011546,2023-09-01,8,66,21.0,25.0,0.0,0.0,84.0,63.0,0.0
E01011546,2023-10-01,15,78,8.0,24.0,11.0,0.0,66.0,92.0,70.0
E01011546,2023-11-01,20,91,15.0,21.0,24.0,0.0,78.0,84.0,74.0
E01011546,2023-12-01,14,114,20.0,8.0,25.0,0.0,91.0,66.0,63.0
E01011546,2024-01-01,22,82,14.0,15.0,24.0,0.0,114.0,78.0,92.0
E01011546,2024-02-01,11,75,22.0,20.0,21.0,0.0,82.0,91.0,84.0
E01011546,2024-03-01,8,65,11.0,14.0,8.0,0.0,75.0,114.0,66.0
E01011546,2024-04-01,23,64,8.0,22.0,15.0,16.916666666666668,65.0,82.0,78.0
E01011546,2024-05-01,12,78,23.0,11.0,20.0,17.916666666666668,64.0,75.0,91.0
E01011546,2024-06-01,19,67,12.0,8.0,14.0,16.916666666666668,78.0,65.0,114.0
E01011546,2024-07-01,19,96,19.0,23.0,22.0,16.416666666666668,67.0,64.0,82.0
E01011546,2024-08-01,11,121,19.0,12.0,11.0,16.0,96.0,78.0,75.0
E01011546,2024-09-01,13,94,11.0,19.0,8.0,15.166666666666666,121.0,67.0,65.0
E01011546,2024-10-01,14,106,13.0,19.0,23.0,15.583333333333334,94.0,96.0,64.0
E01011546,2024-11-01,14,76,14.0,11.0,12.0,15.5,106.0,121.0,78.0
E01011546,2024-12-01,14,92,14.0,13.0,19.0,15.0,76.0,94.0,67.0
E01011546,2025-01-01,10,65,14.0,14.0,19.0,15.0,92.0,106.0,96.0
E01011546,2025-02-01,28,107,10.0,14.0,11.0,14.0,65.0,76.0,121.0
E01011546,2025-03-01,14,78,28.0,14.0,13.0,15.416666666666666,107.0,92.0,94.0
E01011546,2025-04-01,22,95,14.0,10.0,14.0,15.916666666666666,78.0,65.0,106.0
E01011546,2025-05-01,15,75,22.0,28.0,14.0,15.833333333333334,95.0,107.0,76.0
E01011546,2025-06-01,9,64,15.0,14.0,14.0,16.083333333333332,75.0,78.0,92.0
E01011546,2025-07-01,28,85,9.0,22.0,10.0,15.25,64.0,95.0,65.0
E01011546,2025-08-01,17,92,28.0,15.0,28.0,16.0,85.0,75.0,107.0
E01011546,2025-09-01,29,109,17.0,9.0,14.0,16.5,92.0,64.0,78.0
E01011546,2025-10-01,15,89,29.0,28.0,22.0,17.833333333333332,109.0,85.0,95.0
E01011546,2025-11-01,17,79,15.0,17.0,15.0,17.916666666666668,89.0,92.0,75.0
E01011546,2025-12-01,9,85,17.0,29.0,9.0,18.166666666666668,79.0,109.0,64.0
E01011546,2026-01-01,11,79,9.0,15.0,28.0,17.75,85.0,89.0,85.0
E01011546,2026-02-01,7,74,11.0,17.0,17.0,17.833333333333332,79.0,79.0,92.0
E01011546,2026-03-01,12,75,7.0,9.0,29.0,16.083333333333332,74.0,85.0,109.0
E01011547,2023-04-01,15,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011547,2023-05-01,10,82,15.0,0.0,0.0,0.0,69.0,0.0,0.0
E01011547,2023-06-01,13,72,10.0,0.0,0.0,0.0,82.0,0.0,0.0
E01011547,2023-07-01,13,98,13.0,15.0,0.0,0.0,72.0,69.0,0.0
E01011547,2023-08-01,12,97,13.0,10.0,0.0,0.0,98.0,82.0,0.0
E01011547,2023-09-01,11,71,12.0,13.0,0.0,0.0,97.0,72.0,0.0
E01011547,2023-10-01,7,110,11.0,13.0,15.0,0.0,71.0,98.0,69.0
E01011547,2023-11-01,7,102,7.0,12.0,10.0,0.0,110.0,97.0,82.0
E01011547,2023-12-01,15,121,7.0,11.0,13.0,0.0,102.0,71.0,72.0
E01011547,2024-01-01,8,90,15.0,7.0,13.0,0.0,121.0,110.0,98.0
E01011547,2024-02-01,12,60,8.0,7.0,12.0,0.0,90.0,102.0,97.0
E01011547,2024-03-01,16,50,12.0,15.0,11.0,0.0,60.0,121.0,71.0
E01011547,2024-04-01,11,78,16.0,8.0,7.0,11.583333333333334,50.0,90.0,110.0
E01011547,2024-05-01,7,86,11.0,12.0,7.0,11.25,78.0,60.0,102.0
E01011547,2024-06-01,11,74,7.0,16.0,15.0,11.0,86.0,50.0,121.0
E01011547,2024-07-01,5,110,11.0,11.0,8.0,10.833333333333334,74.0,78.0,90.0
E01011547,2024-08-01,16,108,5.0,7.0,12.0,10.166666666666666,110.0,86.0,60.0
E01011547,2024-09-01,12,93,16.0,11.0,16.0,10.5,108.0,74.0,50.0
E01011547,2024-10-01,10,114,12.0,5.0,11.0,10.583333333333334,93.0,110.0,78.0
E01011547,2024-11-01,12,85,10.0,16.0,7.0,10.833333333333334,114.0,108.0,86.0
E01011547,2024-12-01,15,90,12.0,12.0,11.0,11.25,85.0,93.0,74.0
E01011547,2025-01-01,7,71,15.0,10.0,5.0,11.25,90.0,114.0,110.0
E01011547,2025-02-01,14,139,7.0,12.0,16.0,11.166666666666666,71.0,85.0,108.0
E01011547,2025-03-01,14,84,14.0,15.0,12.0,11.333333333333334,139.0,90.0,93.0
E01011547,2025-04-01,11,100,14.0,7.0,10.0,11.166666666666666,84.0,71.0,114.0
E01011547,2025-05-01,19,83,11.0,14.0,12.0,11.166666666666666,100.0,139.0,85.0
E01011547,2025-06-01,9,70,19.0,14.0,15.0,12.166666666666666,83.0,84.0,90.0
E01011547,2025-07-01,13,94,9.0,11.0,7.0,12.0,70.0,100.0,71.0
E01011547,2025-08-01,16,90,13.0,19.0,14.0,12.666666666666666,94.0,83.0,139.0
E01011547,2025-09-01,13,112,16.0,9.0,14.0,12.666666666666666,90.0,70.0,84.0
E01011547,2025-10-01,18,100,13.0,13.0,11.0,12.75,112.0,94.0,100.0
E01011547,2025-11-01,13,77,18.0,16.0,19.0,13.416666666666666,100.0,90.0,83.0
E01011547,2025-12-01,12,82,13.0,13.0,9.0,13.5,77.0,112.0,70.0
E01011547,2026-01-01,8,87,12.0,18.0,13.0,13.25,82.0,100.0,94.0
E01011547,2026-02-01,14,69,8.0,13.0,16.0,13.333333333333334,87.0,77.0,90.0
E01011547,2026-03-01,13,88,14.0,12.0,13.0,13.333333333333334,69.0,82.0,112.0
E01011548,2023-04-01,5,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011548,2023-05-01,5,42,5.0,0.0,0.0,0.0,26.0,0.0,0.0
E01011548,2023-06-01,6,36,5.0,0.0,0.0,0.0,42.0,0.0,0.0
E01011548,2023-07-01,8,41,6.0,5.0,0.0,0.0,36.0,26.0,0.0
E01011548,2023-08-01,11,31,8.0,5.0,0.0,0.0,41.0,42.0,0.0
E01011548,2023-09-01,9,22,11.0,6.0,0.0,0.0,31.0,36.0,0.0
E01011548,2023-10-01,8,28,9.0,8.0,5.0,0.0,22.0,41.0,26.0
E01011548,2023-11-01,11,31,8.0,11.0,5.0,0.0,28.0,31.0,42.0
E01011548,2023-12-01,4,20,11.0,9.0,6.0,0.0,31.0,22.0,36.0
E01011548,2024-01-01,13,28,4.0,8.0,8.0,0.0,20.0,28.0,41.0
E01011548,2024-02-01,11,22,13.0,11.0,11.0,0.0,28.0,31.0,31.0
E01011548,2024-03-01,4,19,11.0,4.0,9.0,0.0,22.0,20.0,22.0
E01011548,2024-04-01,4,35,4.0,13.0,8.0,7.916666666666667,19.0,28.0,28.0
E01011548,2024-05-01,6,21,4.0,11.0,11.0,7.833333333333333,35.0,22.0,31.0
E01011548,2024-06-01,7,26,6.0,4.0,4.0,7.916666666666667,21.0,19.0,20.0
E01011548,2024-07-01,7,27,7.0,4.0,13.0,8.0,26.0,35.0,28.0
E01011548,2024-08-01,5,20,7.0,6.0,11.0,7.916666666666667,27.0,21.0,22.0
E01011548,2024-09-01,6,19,5.0,7.0,4.0,7.416666666666667,20.0,26.0,19.0
E01011548,2024-10-01,5,29,6.0,7.0,4.0,7.166666666666667,19.0,27.0,35.0
E01011548,2024-11-01,1,22,5.0,5.0,6.0,6.916666666666667,29.0,20.0,21.0
E01011548,2024-12-01,3,17,1.0,6.0,7.0,6.083333333333333,22.0,19.0,26.0
E01011548,2025-01-01,2,21,3.0,5.0,7.0,6.0,17.0,29.0,27.0
E01011548,2025-02-01,4,40,2.0,1.0,5.0,5.083333333333333,21.0,22.0,20.0
E01011548,2025-03-01,5,19,4.0,3.0,6.0,4.5,40.0,17.0,19.0
E01011548,2025-04-01,10,32,5.0,2.0,5.0,4.583333333333333,19.0,21.0,29.0
E01011548,2025-05-01,4,21,10.0,4.0,1.0,5.083333333333333,32.0,40.0,22.0
E01011548,2025-06-01,1,19,4.0,5.0,3.0,4.916666666666667,21.0,19.0,17.0
E01011548,2025-07-01,6,44,1.0,10.0,2.0,4.416666666666667,19.0,32.0,21.0
E01011548,2025-08-01,4,31,6.0,4.0,4.0,4.333333333333333,44.0,21.0,40.0
E01011548,2025-09-01,8,35,4.0,1.0,5.0,4.25,31.0,19.0,19.0
E01011548,2025-10-01,2,27,8.0,6.0,10.0,4.416666666666667,35.0,44.0,32.0
E01011548,2025-11-01,4,21,2.0,4.0,4.0,4.166666666666667,27.0,31.0,21.0
E01011548,2025-12-01,4,27,4.0,8.0,1.0,4.416666666666667,21.0,35.0,19.0
E01011548,2026-01-01,4,19,4.0,2.0,6.0,4.5,27.0,27.0,44.0
E01011548,2026-02-01,6,9,4.0,4.0,4.0,4.666666666666667,19.0,21.0,31.0
E01011548,2026-03-01,4,24,6.0,4.0,8.0,4.833333333333333,9.0,27.0,35.0
E01011549,2023-04-01,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011549,2023-05-01,4,23,8.0,0.0,0.0,0.0,21.0,0.0,0.0
E01011549,2023-06-01,4,16,4.0,0.0,0.0,0.0,23.0,0.0,0.0
E01011549,2023-07-01,2,27,4.0,8.0,0.0,0.0,16.0,21.0,0.0
E01011549,2023-08-01,4,20,2.0,4.0,0.0,0.0,27.0,23.0,0.0
E01011549,2023-09-01,2,27,4.0,4.0,0.0,0.0,20.0,16.0,0.0
E01011549,2023-10-01,4,21,2.0,2.0,8.0,0.0,27.0,27.0,21.0
E01011549,2023-11-01,1,24,4.0,4.0,4.0,0.0,21.0,20.0,23.0
E01011549,2023-12-01,2,13,1.0,2.0,4.0,0.0,24.0,27.0,16.0
E01011549,2024-01-01,1,30,2.0,4.0,2.0,0.0,13.0,21.0,27.0
E01011549,2024-02-01,2,25,1.0,1.0,4.0,0.0,30.0,24.0,20.0
E01011549,2024-03-01,2,17,2.0,2.0,2.0,0.0,25.0,13.0,27.0
E01011549,2024-04-01,1,16,2.0,1.0,4.0,3.0,17.0,30.0,21.0
E01011549,2024-05-01,0,16,1.0,2.0,1.0,2.4166666666666665,16.0,25.0,24.0
E01011549,2024-06-01,2,21,0.0,2.0,2.0,2.0833333333333335,16.0,17.0,13.0
E01011549,2024-07-01,2,17,2.0,1.0,1.0,1.9166666666666667,21.0,16.0,30.0
E01011549,2024-08-01,3,17,2.0,0.0,2.0,1.9166666666666667,17.0,16.0,25.0
E01011549,2024-09-01,1,13,3.0,2.0,2.0,1.8333333333333333,17.0,21.0,17.0
E01011549,2024-10-01,1,24,1.0,2.0,1.0,1.75,13.0,17.0,16.0
E01011549,2024-11-01,2,11,1.0,3.0,0.0,1.5,24.0,17.0,16.0
E01011549,2024-12-01,1,9,2.0,1.0,2.0,1.5833333333333333,11.0,13.0,21.0
E01011549,2025-01-01,1,14,1.0,1.0,2.0,1.5,9.0,24.0,17.0
E01011549,2025-02-01,1,19,1.0,2.0,3.0,1.5,14.0,11.0,17.0
E01011549,2025-03-01,1,12,1.0,1.0,1.0,1.4166666666666667,19.0,9.0,13.0
E01011549,2025-04-01,2,23,1.0,1.0,1.0,1.3333333333333333,12.0,14.0,24.0
E01011549,2025-05-01,0,13,2.0,1.0,2.0,1.4166666666666667,23.0,19.0,11.0
E01011549,2025-06-01,0,15,0.0,1.0,1.0,1.4166666666666667,13.0,12.0,9.0
E01011549,2025-07-01,0,28,0.0,2.0,1.0,1.25,15.0,23.0,14.0
E01011549,2025-08-01,2,22,0.0,0.0,1.0,1.0833333333333333,28.0,13.0,19.0
E01011549,2025-09-01,1,20,2.0,0.0,1.0,1.0,22.0,15.0,12.0
E01011549,2025-10-01,1,17,1.0,0.0,2.0,1.0,20.0,28.0,23.0
E01011549,2025-11-01,0,10,1.0,2.0,0.0,1.0,17.0,22.0,13.0
E01011549,2025-12-01,1,25,0.0,1.0,0.0,0.8333333333333334,10.0,20.0,15.0
E01011549,2026-01-01,0,14,1.0,1.0,0.0,0.8333333333333334,25.0,17.0,28.0
E01011549,2026-02-01,0,12,0.0,0.0,2.0,0.75,14.0,10.0,22.0
E01011549,2026-03-01,3,15,0.0,1.0,1.0,0.6666666666666666,12.0,25.0,20.0
E01011550,2023-04-01,4,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011550,2023-05-01,7,86,4.0,0.0,0.0,0.0,84.0,0.0,0.0
E01011550,2023-06-01,4,88,7.0,0.0,0.0,0.0,86.0,0.0,0.0
E01011550,2023-07-01,12,91,4.0,4.0,0.0,0.0,88.0,84.0,0.0
E01011550,2023-08-01,2,94,12.0,7.0,0.0,0.0,91.0,86.0,0.0
E01011550,2023-09-01,7,80,2.0,4.0,0.0,0.0,94.0,88.0,0.0
E01011550,2023-10-01,4,93,7.0,12.0,4.0,0.0,80.0,91.0,84.0
E01011550,2023-11-01,2,89,4.0,2.0,7.0,0.0,93.0,94.0,86.0
E01011550,2023-12-01,0,73,2.0,7.0,4.0,0.0,89.0,80.0,88.0
E01011550,2024-01-01,3,91,0.0,4.0,12.0,0.0,73.0,93.0,91.0
E01011550,2024-02-01,4,65,3.0,2.0,2.0,0.0,91.0,89.0,94.0
E01011550,2024-03-01,5,53,4.0,0.0,7.0,0.0,65.0,73.0,80.0
E01011550,2024-04-01,6,62,5.0,3.0,4.0,4.5,53.0,91.0,93.0
E01011550,2024-05-01,6,57,6.0,4.0,2.0,4.666666666666667,62.0,65.0,89.0
E01011550,2024-06-01,2,76,6.0,5.0,0.0,4.583333333333333,57.0,53.0,73.0
E01011550,2024-07-01,2,82,2.0,6.0,3.0,4.416666666666667,76.0,62.0,91.0
E01011550,2024-08-01,3,85,2.0,6.0,4.0,3.5833333333333335,82.0,57.0,65.0
E01011550,2024-09-01,3,65,3.0,2.0,5.0,3.6666666666666665,85.0,76.0,53.0
E01011550,2024-10-01,10,57,3.0,2.0,6.0,3.3333333333333335,65.0,82.0,62.0
E01011550,2024-11-01,3,57,10.0,3.0,6.0,3.8333333333333335,57.0,85.0,57.0
E01011550,2024-12-01,1,67,3.0,3.0,2.0,3.9166666666666665,57.0,65.0,76.0
E01011550,2025-01-01,5,53,1.0,10.0,2.0,4.0,67.0,57.0,82.0
E01011550,2025-02-01,8,78,5.0,3.0,3.0,4.166666666666667,53.0,57.0,85.0
E01011550,2025-03-01,3,78,8.0,1.0,3.0,4.5,78.0,67.0,65.0
E01011550,2025-04-01,4,74,3.0,5.0,10.0,4.333333333333333,78.0,53.0,57.0
E01011550,2025-05-01,0,64,4.0,8.0,3.0,4.166666666666667,74.0,78.0,57.0
E01011550,2025-06-01,6,44,0.0,3.0,1.0,3.6666666666666665,64.0,78.0,67.0
E01011550,2025-07-01,7,86,6.0,4.0,5.0,4.0,44.0,74.0,53.0
E01011550,2025-08-01,5,70,7.0,0.0,8.0,4.416666666666667,86.0,64.0,78.0
E01011550,2025-09-01,3,91,5.0,6.0,3.0,4.583333333333333,70.0,44.0,78.0
E01011550,2025-10-01,4,70,3.0,7.0,4.0,4.583333333333333,91.0,86.0,74.0
E01011550,2025-11-01,1,68,4.0,5.0,0.0,4.083333333333333,70.0,70.0,64.0
E01011550,2025-12-01,10,63,1.0,3.0,6.0,3.9166666666666665,68.0,91.0,44.0
E01011550,2026-01-01,5,51,10.0,4.0,7.0,4.666666666666667,63.0,70.0,86.0
E01011550,2026-02-01,0,51,5.0,1.0,5.0,4.666666666666667,51.0,68.0,70.0
E01011550,2026-03-01,4,61,0.0,10.0,3.0,4.0,51.0,63.0,91.0
E01011551,2023-04-01,3,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01011551,2023-05-01,12,56,3.0,0.0,0.0,0.0,35.0,0.0,0.0
E01011551,2023-06-01,8,77,12.0,0.0,0.0,0.0,56.0,0.0,0.0
E01011551,2023-07-01,8,48,8.0,3.0,0.0,0.0,77.0,35.0,0.0
E01011551,2023-08-01,2,63,8.0,12.0,0.0,0.0,48.0,56.0,0.0
E01011551,2023-09-01,5,56,2.0,8.0,0.0,0.0,63.0,77.0,0.0
E01011551,2023-10-01,6,61,5.0,8.0,3.0,0.0,56.0,48.0,35.0
