LSOA code,Month,crime_count,neighbor_crime_count,crime_1m_ago,crime_3m_ago,crime_6m_ago,yearly_avg,neighbor_1m_ago,neighbor_3m_ago,neighbor_6m_ago
E01000001,2023-04-01,4,246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000001,2023-05-01,8,222,4.0,0.0,0.0,0.0,246.0,0.0,0.0
E01000001,2023-06-01,6,235,8.0,0.0,0.0,0.0,222.0,0.0,0.0
E01000001,2023-07-01,4,239,6.0,4.0,0.0,0.0,235.0,246.0,0.0
E01000001,2023-08-01,2,265,4.0,8.0,0.0,0.0,239.0,222.0,0.0
E01000001,2023-09-01,6,279,2.0,6.0,0.0,0.0,265.0,235.0,0.0
E01000001,2023-10-01,3,276,6.0,4.0,4.0,0.0,279.0,239.0,246.0
E01000001,2023-11-01,6,301,3.0,2.0,8.0,0.0,276.0,265.0,222.0
E01000001,2023-12-01,1,278,6.0,6.0,6.0,0.0,301.0,279.0,235.0
E01000001,2024-01-01,4,262,1.0,3.0,4.0,0.0,278.0,276.0,239.0
E01000001,2024-02-01,3,263,4.0,6.0,2.0,0.0,262.0,301.0,265.0
E01000001,2024-03-01,5,258,3.0,1.0,6.0,0.0,263.0,278.0,279.0
E01000001,2024-04-01,1,350,5.0,4.0,3.0,4.333333333333333,258.0,262.0,276.0
E01000001,2024-05-01,1,328,1.0,3.0,6.0,4.083333333333333,350.0,263.0,301.0
E01000001,2024-06-01,3,311,1.0,5.0,1.0,3.5,328.0,258.0,278.0
E01000001,2024-07-01,8,331,3.0,1.0,4.0,3.25,311.0,350.0,262.0
E01000001,2024-08-01,6,308,8.0,1.0,3.0,3.5833333333333335,331.0,328.0,263.0
E01000001,2024-09-01,3,253,6.0,3.0,5.0,3.9166666666666665,308.0,311.0,258.0
E01000001,2024-10-01,6,359,3.0,8.0,1.0,3.6666666666666665,253.0,331.0,350.0
E01000001,2024-11-01,12,260,6.0,6.0,1.0,3.9166666666666665,359.0,308.0,328.0
E01000001,2024-12-01,5,324,12.0,3.0,3.0,4.416666666666667,260.0,253.0,311.0
E01000001,2025-01-01,2,259,5.0,6.0,8.0,4.75,324.0,359.0,331.0
E01000001,2025-02-01,2,272,2.0,12.0,6.0,4.583333333333333,259.0,260.0,308.0
E01000001,2025-03-01,3,296,2.0,5.0,3.0,4.5,272.0,324.0,253.0
E01000001,2025-04-01,6,300,3.0,2.0,6.0,4.333333333333333,296.0,259.0,359.0
E01000001,2025-05-01,5,359,6.0,2.0,12.0,4.75,300.0,272.0,260.0
E01000001,2025-06-01,6,342,5.0,3.0,5.0,5.083333333333333,359.0,296.0,324.0
E01000001,2025-07-01,1,380,6.0,6.0,2.0,5.333333333333333,342.0,300.0,259.0
E01000001,2025-08-01,4,329,1.0,5.0,2.0,4.75,380.0,359.0,272.0
E01000001,2025-09-01,4,312,4.0,6.0,3.0,4.583333333333333,329.0,342.0,296.0
E01000001,2025-10-01,2,331,4.0,1.0,6.0,4.666666666666667,312.0,380.0,300.0
E01000001,2025-11-01,5,306,2.0,4.0,5.0,4.333333333333333,331.0,329.0,359.0
E01000001,2025-12-01,6,385,5.0,4.0,6.0,3.75,306.0,312.0,342.0
E01000001,2026-01-01,8,264,6.0,2.0,1.0,3.8333333333333335,385.0,331.0,380.0
E01000001,2026-02-01,7,289,8.0,5.0,4.0,4.333333333333333,264.0,306.0,329.0
E01000001,2026-03-01,2,288,7.0,6.0,4.0,4.75,289.0,385.0,312.0
E01000002,2023-04-01,5,254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000002,2023-05-01,11,277,5.0,0.0,0.0,0.0,254.0,0.0,0.0
E01000002,2023-06-01,7,257,11.0,0.0,0.0,0.0,277.0,0.0,0.0
E01000002,2023-07-01,12,259,7.0,5.0,0.0,0.0,257.0,254.0,0.0
E01000002,2023-08-01,12,274,12.0,11.0,0.0,0.0,259.0,277.0,0.0
E01000002,2023-09-01,12,281,12.0,7.0,0.0,0.0,274.0,257.0,0.0
E01000002,2023-10-01,19,273,12.0,12.0,5.0,0.0,281.0,259.0,254.0
E01000002,2023-11-01,13,301,19.0,12.0,11.0,0.0,273.0,274.0,277.0
E01000002,2023-12-01,16,270,13.0,12.0,7.0,0.0,301.0,281.0,257.0
E01000002,2024-01-01,19,254,16.0,19.0,12.0,0.0,270.0,273.0,259.0
E01000002,2024-02-01,18,265,19.0,13.0,12.0,0.0,254.0,301.0,274.0
E01000002,2024-03-01,12,271,18.0,16.0,12.0,0.0,265.0,270.0,281.0
E01000002,2024-04-01,22,330,12.0,19.0,19.0,13.0,271.0,254.0,273.0
E01000002,2024-05-01,16,322,22.0,18.0,13.0,14.416666666666666,330.0,265.0,301.0
E01000002,2024-06-01,19,318,16.0,12.0,16.0,14.833333333333334,322.0,271.0,270.0
E01000002,2024-07-01,8,342,19.0,22.0,19.0,15.833333333333334,318.0,330.0,254.0
E01000002,2024-08-01,12,345,8.0,16.0,18.0,15.5,342.0,322.0,265.0
E01000002,2024-09-01,9,292,12.0,19.0,12.0,15.5,345.0,318.0,271.0
E01000002,2024-10-01,21,346,9.0,8.0,22.0,15.25,292.0,342.0,330.0
E01000002,2024-11-01,17,286,21.0,12.0,16.0,15.416666666666666,346.0,345.0,322.0
E01000002,2024-12-01,16,336,17.0,9.0,19.0,15.75,286.0,292.0,318.0
E01000002,2025-01-01,12,279,16.0,21.0,8.0,15.75,336.0,346.0,342.0
E01000002,2025-02-01,14,270,12.0,17.0,12.0,15.166666666666666,279.0,286.0,345.0
E01000002,2025-03-01,10,318,14.0,16.0,9.0,14.833333333333334,270.0,336.0,292.0
E01000002,2025-04-01,14,276,10.0,12.0,21.0,14.666666666666666,318.0,279.0,346.0
E01000002,2025-05-01,14,359,14.0,14.0,17.0,14.0,276.0,270.0,286.0
E01000002,2025-06-01,19,342,14.0,10.0,16.0,13.833333333333334,359.0,318.0,336.0
E01000002,2025-07-01,30,358,19.0,14.0,12.0,13.833333333333334,342.0,276.0,279.0
E01000002,2025-08-01,16,340,30.0,14.0,14.0,15.666666666666666,358.0,359.0,270.0
E01000002,2025-09-01,20,303,16.0,19.0,10.0,16.0,340.0,342.0,318.0
E01000002,2025-10-01,8,322,20.0,30.0,14.0,16.916666666666668,303.0,358.0,276.0
E01000002,2025-11-01,9,309,8.0,16.0,14.0,15.833333333333334,322.0,340.0,359.0
E01000002,2025-12-01,22,384,9.0,20.0,19.0,15.166666666666666,309.0,303.0,342.0
E01000002,2026-01-01,12,272,22.0,8.0,30.0,15.666666666666666,384.0,322.0,358.0
E01000002,2026-02-01,8,304,12.0,9.0,16.0,15.666666666666666,272.0,309.0,340.0
E01000002,2026-03-01,35,335,8.0,22.0,20.0,15.166666666666666,304.0,384.0,303.0
E01000003,2023-04-01,4,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000003,2023-05-01,1,125,4.0,0.0,0.0,0.0,76.0,0.0,0.0
E01000003,2023-06-01,9,89,1.0,0.0,0.0,0.0,125.0,0.0,0.0
E01000003,2023-07-01,7,100,9.0,4.0,0.0,0.0,89.0,76.0,0.0
E01000003,2023-08-01,9,74,7.0,1.0,0.0,0.0,100.0,125.0,0.0
E01000003,2023-09-01,10,86,9.0,9.0,0.0,0.0,74.0,89.0,0.0
E01000003,2023-10-01,6,94,10.0,7.0,4.0,0.0,86.0,100.0,76.0
E01000003,2023-11-01,3,86,6.0,9.0,1.0,0.0,94.0,74.0,125.0
E01000003,2023-12-01,6,82,3.0,10.0,9.0,0.0,86.0,86.0,89.0
E01000003,2024-01-01,4,85,6.0,6.0,7.0,0.0,82.0,94.0,100.0
E01000003,2024-02-01,2,92,4.0,3.0,9.0,0.0,85.0,86.0,74.0
E01000003,2024-03-01,3,97,2.0,6.0,10.0,0.0,92.0,82.0,86.0
E01000003,2024-04-01,7,100,3.0,4.0,6.0,5.333333333333333,97.0,85.0,94.0
E01000003,2024-05-01,7,102,7.0,2.0,3.0,5.583333333333333,100.0,92.0,86.0
E01000003,2024-06-01,7,102,7.0,3.0,6.0,6.083333333333333,102.0,97.0,82.0
E01000003,2024-07-01,2,97,7.0,7.0,4.0,5.916666666666667,102.0,100.0,85.0
E01000003,2024-08-01,2,117,2.0,7.0,2.0,5.5,97.0,102.0,92.0
E01000003,2024-09-01,2,96,2.0,7.0,3.0,4.916666666666667,117.0,102.0,97.0
E01000003,2024-10-01,2,89,2.0,2.0,7.0,4.25,96.0,97.0,100.0
E01000003,2024-11-01,6,112,2.0,2.0,7.0,3.9166666666666665,89.0,117.0,102.0
E01000003,2024-12-01,3,104,6.0,2.0,7.0,4.166666666666667,112.0,96.0,102.0
E01000003,2025-01-01,5,101,3.0,2.0,2.0,3.9166666666666665,104.0,89.0,97.0
E01000003,2025-02-01,1,86,5.0,6.0,2.0,4.0,101.0,112.0,117.0
E01000003,2025-03-01,6,121,1.0,3.0,2.0,3.9166666666666665,86.0,104.0,96.0
E01000003,2025-04-01,3,87,6.0,5.0,2.0,4.166666666666667,121.0,101.0,89.0
E01000003,2025-05-01,14,112,3.0,1.0,6.0,3.8333333333333335,87.0,86.0,112.0
E01000003,2025-06-01,10,120,14.0,6.0,3.0,4.416666666666667,112.0,121.0,104.0
E01000003,2025-07-01,5,145,10.0,3.0,5.0,4.666666666666667,120.0,87.0,101.0
E01000003,2025-08-01,2,128,5.0,14.0,1.0,4.916666666666667,145.0,112.0,86.0
E01000003,2025-09-01,3,118,2.0,10.0,6.0,4.916666666666667,128.0,120.0,121.0
E01000003,2025-10-01,3,87,3.0,5.0,3.0,5.0,118.0,145.0,87.0
E01000003,2025-11-01,4,90,3.0,2.0,14.0,5.083333333333333,87.0,128.0,112.0
E01000003,2025-12-01,4,118,4.0,3.0,10.0,4.916666666666667,90.0,118.0,120.0
E01000003,2026-01-01,9,112,4.0,3.0,5.0,5.0,118.0,87.0,145.0
E01000003,2026-02-01,6,114,9.0,4.0,2.0,5.333333333333333,112.0,90.0,128.0
E01000003,2026-03-01,4,170,6.0,4.0,3.0,5.75,114.0,118.0,118.0
E01000005,2023-04-01,25,272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000005,2023-05-01,28,233,25.0,0.0,0.0,0.0,272.0,0.0,0.0
E01000005,2023-06-01,24,261,28.0,0.0,0.0,0.0,233.0,0.0,0.0
E01000005,2023-07-01,22,255,24.0,25.0,0.0,0.0,261.0,272.0,0.0
E01000005,2023-08-01,28,295,22.0,28.0,0.0,0.0,255.0,233.0,0.0
E01000005,2023-09-01,25,294,28.0,24.0,0.0,0.0,295.0,261.0,0.0
E01000005,2023-10-01,37,313,25.0,22.0,25.0,0.0,294.0,255.0,272.0
E01000005,2023-11-01,32,325,37.0,28.0,28.0,0.0,313.0,295.0,233.0
E01000005,2023-12-01,35,296,32.0,25.0,24.0,0.0,325.0,294.0,261.0
E01000005,2024-01-01,48,284,35.0,37.0,22.0,0.0,296.0,313.0,255.0
E01000005,2024-02-01,41,287,48.0,32.0,28.0,0.0,284.0,325.0,295.0
E01000005,2024-03-01,18,271,41.0,35.0,25.0,0.0,287.0,296.0,294.0
E01000005,2024-04-01,31,316,18.0,48.0,37.0,30.25,271.0,284.0,313.0
E01000005,2024-05-01,26,333,31.0,41.0,32.0,30.75,316.0,287.0,325.0
E01000005,2024-06-01,27,316,26.0,18.0,35.0,30.583333333333332,333.0,271.0,296.0
E01000005,2024-07-01,33,357,27.0,31.0,48.0,30.833333333333332,316.0,316.0,284.0
E01000005,2024-08-01,26,346,33.0,26.0,41.0,31.75,357.0,333.0,287.0
E01000005,2024-09-01,26,289,26.0,27.0,18.0,31.583333333333332,346.0,316.0,271.0
E01000005,2024-10-01,29,404,26.0,33.0,31.0,31.666666666666668,289.0,357.0,316.0
E01000005,2024-11-01,37,288,29.0,26.0,26.0,31.0,404.0,346.0,333.0
E01000005,2024-12-01,34,341,37.0,26.0,27.0,31.416666666666668,288.0,289.0,316.0
E01000005,2025-01-01,29,290,34.0,29.0,33.0,31.333333333333332,341.0,404.0,357.0
E01000005,2025-02-01,35,275,29.0,37.0,26.0,29.75,290.0,288.0,346.0
E01000005,2025-03-01,40,299,35.0,34.0,26.0,29.25,275.0,341.0,289.0
E01000005,2025-04-01,33,293,40.0,29.0,29.0,31.083333333333332,299.0,290.0,404.0
E01000005,2025-05-01,37,379,33.0,35.0,37.0,31.25,293.0,275.0,288.0
E01000005,2025-06-01,54,363,37.0,40.0,34.0,32.166666666666664,379.0,299.0,341.0
E01000005,2025-07-01,30,364,54.0,33.0,29.0,34.416666666666664,363.0,293.0,290.0
E01000005,2025-08-01,41,375,30.0,37.0,35.0,34.166666666666664,364.0,379.0,275.0
E01000005,2025-09-01,30,307,41.0,54.0,40.0,35.416666666666664,375.0,363.0,299.0
E01000005,2025-10-01,29,385,30.0,30.0,33.0,35.75,307.0,364.0,293.0
E01000005,2025-11-01,28,341,29.0,41.0,37.0,35.75,385.0,375.0,379.0
E01000005,2025-12-01,48,417,28.0,30.0,54.0,35.0,341.0,307.0,363.0
E01000005,2026-01-01,72,254,48.0,29.0,30.0,36.166666666666664,417.0,385.0,364.0
E01000005,2026-02-01,23,287,72.0,28.0,41.0,39.75,254.0,341.0,375.0
E01000005,2026-03-01,28,283,23.0,48.0,30.0,38.75,287.0,417.0,307.0
E01000006,2023-04-01,7,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000006,2023-05-01,3,35,7.0,0.0,0.0,0.0,45.0,0.0,0.0
E01000006,2023-06-01,6,43,3.0,0.0,0.0,0.0,35.0,0.0,0.0
E01000006,2023-07-01,4,41,6.0,7.0,0.0,0.0,43.0,45.0,0.0
E01000006,2023-08-01,9,44,4.0,3.0,0.0,0.0,41.0,35.0,0.0
E01000006,2023-09-01,2,47,9.0,6.0,0.0,0.0,44.0,43.0,0.0
E01000006,2023-10-01,3,31,2.0,4.0,7.0,0.0,47.0,41.0,45.0
E01000006,2023-11-01,4,39,3.0,9.0,3.0,0.0,31.0,44.0,35.0
E01000006,2023-12-01,4,39,4.0,2.0,6.0,0.0,39.0,47.0,43.0
E01000006,2024-01-01,6,30,4.0,3.0,4.0,0.0,39.0,31.0,41.0
E01000006,2024-02-01,5,31,6.0,4.0,9.0,0.0,30.0,39.0,44.0
E01000006,2024-03-01,10,28,5.0,4.0,2.0,0.0,31.0,39.0,47.0
E01000006,2024-04-01,6,29,10.0,6.0,3.0,5.25,28.0,30.0,31.0
E01000006,2024-05-01,6,38,6.0,5.0,4.0,5.166666666666667,29.0,31.0,39.0
E01000006,2024-06-01,4,46,6.0,10.0,4.0,5.416666666666667,38.0,28.0,39.0
E01000006,2024-07-01,6,34,4.0,6.0,6.0,5.25,46.0,29.0,30.0
E01000006,2024-08-01,4,30,6.0,6.0,5.0,5.416666666666667,34.0,38.0,31.0
E01000006,2024-09-01,3,34,4.0,4.0,10.0,5.0,30.0,46.0,28.0
E01000006,2024-10-01,4,43,3.0,6.0,6.0,5.083333333333333,34.0,34.0,29.0
E01000006,2024-11-01,3,21,4.0,4.0,6.0,5.166666666666667,43.0,30.0,38.0
E01000006,2024-12-01,5,30,3.0,3.0,4.0,5.083333333333333,21.0,34.0,46.0
E01000006,2025-01-01,4,35,5.0,4.0,6.0,5.166666666666667,30.0,43.0,34.0
E01000006,2025-02-01,4,23,4.0,3.0,4.0,5.0,35.0,21.0,30.0
E01000006,2025-03-01,4,48,4.0,5.0,3.0,4.916666666666667,23.0,30.0,34.0
E01000006,2025-04-01,4,43,4.0,4.0,4.0,4.416666666666667,48.0,35.0,43.0
E01000006,2025-05-01,7,38,4.0,4.0,3.0,4.25,43.0,23.0,21.0
E01000006,2025-06-01,7,46,7.0,4.0,5.0,4.333333333333333,38.0,48.0,30.0
E01000006,2025-07-01,3,33,7.0,4.0,4.0,4.583333333333333,46.0,43.0,35.0
E01000006,2025-08-01,3,26,3.0,7.0,4.0,4.333333333333333,33.0,38.0,23.0
E01000006,2025-09-01,3,34,3.0,7.0,4.0,4.25,26.0,46.0,48.0
E01000006,2025-10-01,4,35,3.0,3.0,4.0,4.25,34.0,33.0,43.0
E01000006,2025-11-01,5,45,4.0,3.0,7.0,4.25,35.0,26.0,38.0
E01000006,2025-12-01,3,34,5.0,3.0,7.0,4.416666666666667,45.0,34.0,46.0
E01000006,2026-01-01,7,37,3.0,4.0,3.0,4.25,34.0,35.0,33.0
E01000006,2026-02-01,9,34,7.0,5.0,3.0,4.5,37.0,45.0,26.0
E01000006,2026-03-01,4,30,9.0,3.0,3.0,4.916666666666667,34.0,34.0,34.0
E01000007,2023-04-01,17,112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000007,2023-05-01,22,98,17.0,0.0,0.0,0.0,112.0,0.0,0.0
E01000007,2023-06-01,26,127,22.0,0.0,0.0,0.0,98.0,0.0,0.0
E01000007,2023-07-01,20,132,26.0,17.0,0.0,0.0,127.0,112.0,0.0
E01000007,2023-08-01,31,147,20.0,22.0,0.0,0.0,132.0,98.0,0.0
E01000007,2023-09-01,25,133,31.0,26.0,0.0,0.0,147.0,127.0,0.0
E01000007,2023-10-01,15,102,25.0,20.0,17.0,0.0,133.0,132.0,112.0
E01000007,2023-11-01,14,118,15.0,31.0,22.0,0.0,102.0,147.0,98.0
E01000007,2023-12-01,21,136,14.0,25.0,26.0,0.0,118.0,133.0,127.0
E01000007,2024-01-01,15,138,21.0,15.0,20.0,0.0,136.0,102.0,132.0
E01000007,2024-02-01,17,129,15.0,14.0,31.0,0.0,138.0,118.0,147.0
E01000007,2024-03-01,18,123,17.0,21.0,25.0,0.0,129.0,136.0,133.0
E01000007,2024-04-01,36,127,18.0,15.0,15.0,20.083333333333332,123.0,138.0,102.0
E01000007,2024-05-01,14,123,36.0,17.0,14.0,21.666666666666668,127.0,129.0,118.0
E01000007,2024-06-01,28,151,14.0,18.0,21.0,21.0,123.0,123.0,136.0
E01000007,2024-07-01,13,133,28.0,36.0,15.0,21.166666666666668,151.0,127.0,138.0
E01000007,2024-08-01,20,103,13.0,14.0,17.0,20.583333333333332,133.0,123.0,129.0
E01000007,2024-09-01,12,104,20.0,28.0,18.0,19.666666666666668,103.0,151.0,123.0
E01000007,2024-10-01,11,127,12.0,13.0,36.0,18.583333333333332,104.0,133.0,127.0
E01000007,2024-11-01,17,166,11.0,20.0,14.0,18.25,127.0,103.0,123.0
E01000007,2024-12-01,22,110,17.0,12.0,28.0,18.5,166.0,104.0,151.0
E01000007,2025-01-01,28,119,22.0,11.0,13.0,18.583333333333332,110.0,127.0,133.0
E01000007,2025-02-01,22,123,28.0,17.0,20.0,19.666666666666668,119.0,166.0,103.0
E01000007,2025-03-01,23,120,22.0,22.0,12.0,20.083333333333332,123.0,110.0,104.0
E01000007,2025-04-01,39,137,23.0,28.0,11.0,20.5,120.0,119.0,127.0
E01000007,2025-05-01,13,119,39.0,22.0,17.0,20.75,137.0,123.0,166.0
E01000007,2025-06-01,22,121,13.0,23.0,22.0,20.666666666666668,119.0,120.0,110.0
E01000007,2025-07-01,16,151,22.0,39.0,28.0,20.166666666666668,121.0,137.0,119.0
E01000007,2025-08-01,14,109,16.0,13.0,22.0,20.416666666666668,151.0,119.0,123.0
E01000007,2025-09-01,19,133,14.0,22.0,23.0,19.916666666666668,109.0,121.0,120.0
E01000007,2025-10-01,21,118,19.0,16.0,39.0,20.5,133.0,151.0,137.0
E01000007,2025-11-01,18,166,21.0,14.0,13.0,21.333333333333332,118.0,109.0,119.0
E01000007,2025-12-01,22,109,18.0,19.0,22.0,21.416666666666668,166.0,133.0,121.0
E01000007,2026-01-01,12,116,22.0,21.0,16.0,21.416666666666668,109.0,118.0,151.0
E01000007,2026-02-01,19,113,12.0,18.0,14.0,20.083333333333332,116.0,166.0,109.0
E01000007,2026-03-01,21,118,19.0,22.0,19.0,19.833333333333332,113.0,109.0,133.0
E01000008,2023-04-01,16,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000008,2023-05-01,15,107,16.0,0.0,0.0,0.0,99.0,0.0,0.0
E01000008,2023-06-01,29,115,15.0,0.0,0.0,0.0,107.0,0.0,0.0
E01000008,2023-07-01,34,112,29.0,16.0,0.0,0.0,115.0,99.0,0.0
E01000008,2023-08-01,29,130,34.0,15.0,0.0,0.0,112.0,107.0,0.0
E01000008,2023-09-01,9,140,29.0,29.0,0.0,0.0,130.0,115.0,0.0
E01000008,2023-10-01,13,109,9.0,34.0,16.0,0.0,140.0,112.0,99.0
E01000008,2023-11-01,23,107,13.0,29.0,15.0,0.0,109.0,130.0,107.0
E01000008,2023-12-01,19,118,23.0,9.0,29.0,0.0,107.0,140.0,115.0
E01000008,2024-01-01,20,127,19.0,13.0,34.0,0.0,118.0,109.0,112.0
E01000008,2024-02-01,19,133,20.0,23.0,29.0,0.0,127.0,107.0,130.0
E01000008,2024-03-01,24,116,19.0,19.0,9.0,0.0,133.0,118.0,140.0
E01000008,2024-04-01,23,122,24.0,20.0,13.0,20.833333333333332,116.0,127.0,109.0
E01000008,2024-05-01,20,120,23.0,19.0,23.0,21.416666666666668,122.0,133.0,107.0
E01000008,2024-06-01,24,125,20.0,24.0,19.0,21.833333333333332,120.0,116.0,118.0
E01000008,2024-07-01,23,101,24.0,23.0,20.0,21.416666666666668,125.0,122.0,127.0
E01000008,2024-08-01,11,112,23.0,20.0,19.0,20.5,101.0,120.0,133.0
E01000008,2024-09-01,21,93,11.0,24.0,24.0,19.0,112.0,125.0,116.0
E01000008,2024-10-01,13,104,21.0,23.0,23.0,20.0,93.0,101.0,122.0
E01000008,2024-11-01,27,108,13.0,11.0,20.0,20.0,104.0,112.0,120.0
E01000008,2024-12-01,12,117,27.0,21.0,24.0,20.333333333333332,108.0,93.0,125.0
E01000008,2025-01-01,21,122,12.0,13.0,23.0,19.75,117.0,104.0,101.0
E01000008,2025-02-01,17,105,21.0,27.0,11.0,19.833333333333332,122.0,108.0,112.0
E01000008,2025-03-01,10,130,17.0,12.0,21.0,19.666666666666668,105.0,117.0,93.0
E01000008,2025-04-01,17,120,10.0,21.0,13.0,18.5,130.0,122.0,104.0
E01000008,2025-05-01,23,100,17.0,17.0,27.0,18.0,120.0,105.0,108.0
E01000008,2025-06-01,8,110,23.0,10.0,12.0,18.25,100.0,130.0,117.0
E01000008,2025-07-01,17,127,8.0,17.0,21.0,16.916666666666668,110.0,120.0,122.0
E01000008,2025-08-01,23,110,17.0,23.0,17.0,16.416666666666668,127.0,100.0,105.0
E01000008,2025-09-01,14,127,23.0,8.0,10.0,17.416666666666668,110.0,110.0,130.0
E01000008,2025-10-01,18,100,14.0,17.0,17.0,16.833333333333332,127.0,127.0,120.0
E01000008,2025-11-01,32,145,18.0,23.0,23.0,17.25,100.0,110.0,100.0
E01000008,2025-12-01,15,113,32.0,14.0,8.0,17.666666666666668,145.0,127.0,110.0
E01000008,2026-01-01,11,130,15.0,18.0,17.0,17.916666666666668,113.0,100.0,127.0
E01000008,2026-02-01,14,115,11.0,32.0,23.0,17.083333333333332,130.0,145.0,110.0
E01000008,2026-03-01,28,108,14.0,15.0,14.0,16.833333333333332,115.0,113.0,127.0
E01000009,2023-04-01,21,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000009,2023-05-01,16,63,21.0,0.0,0.0,0.0,83.0,0.0,0.0
E01000009,2023-06-01,12,103,16.0,0.0,0.0,0.0,63.0,0.0,0.0
E01000009,2023-07-01,14,94,12.0,21.0,0.0,0.0,103.0,83.0,0.0
E01000009,2023-08-01,19,108,14.0,16.0,0.0,0.0,94.0,63.0,0.0
E01000009,2023-09-01,27,94,19.0,12.0,0.0,0.0,108.0,103.0,0.0
E01000009,2023-10-01,14,72,27.0,14.0,21.0,0.0,94.0,94.0,83.0
E01000009,2023-11-01,14,79,14.0,19.0,16.0,0.0,72.0,108.0,63.0
E01000009,2023-12-01,18,87,14.0,27.0,12.0,0.0,79.0,94.0,103.0
E01000009,2024-01-01,13,89,18.0,14.0,14.0,0.0,87.0,72.0,94.0
E01000009,2024-02-01,11,84,13.0,14.0,19.0,0.0,89.0,79.0,108.0
E01000009,2024-03-01,10,82,11.0,18.0,27.0,0.0,84.0,87.0,94.0
E01000009,2024-04-01,12,102,10.0,13.0,14.0,15.75,82.0,89.0,72.0
E01000009,2024-05-01,15,81,12.0,11.0,14.0,15.0,102.0,84.0,79.0
E01000009,2024-06-01,16,113,15.0,10.0,18.0,14.916666666666666,81.0,82.0,87.0
E01000009,2024-07-01,12,85,16.0,12.0,13.0,15.25,113.0,102.0,89.0
E01000009,2024-08-01,10,73,12.0,15.0,11.0,15.083333333333334,85.0,81.0,84.0
E01000009,2024-09-01,14,68,10.0,16.0,10.0,14.333333333333334,73.0,113.0,82.0
E01000009,2024-10-01,16,79,14.0,12.0,12.0,13.25,68.0,85.0,102.0
E01000009,2024-11-01,5,118,16.0,10.0,15.0,13.416666666666666,79.0,73.0,81.0
E01000009,2024-12-01,12,78,5.0,14.0,16.0,12.666666666666666,118.0,68.0,113.0
E01000009,2025-01-01,10,86,12.0,16.0,12.0,12.166666666666666,78.0,79.0,85.0
E01000009,2025-02-01,7,96,10.0,5.0,10.0,11.916666666666666,86.0,118.0,73.0
E01000009,2025-03-01,14,91,7.0,12.0,14.0,11.583333333333334,96.0,78.0,68.0
E01000009,2025-04-01,14,125,14.0,10.0,16.0,11.916666666666666,91.0,86.0,79.0
E01000009,2025-05-01,13,80,14.0,7.0,5.0,12.083333333333334,125.0,96.0,118.0
E01000009,2025-06-01,17,111,13.0,14.0,12.0,11.916666666666666,80.0,91.0,78.0
E01000009,2025-07-01,12,97,17.0,14.0,10.0,12.0,111.0,125.0,86.0
E01000009,2025-08-01,4,71,12.0,13.0,7.0,12.0,97.0,80.0,96.0
E01000009,2025-09-01,7,84,4.0,17.0,14.0,11.5,71.0,111.0,91.0
E01000009,2025-10-01,7,92,7.0,12.0,14.0,10.916666666666666,84.0,97.0,125.0
E01000009,2025-11-01,12,105,7.0,4.0,13.0,10.166666666666666,92.0,71.0,80.0
E01000009,2025-12-01,11,78,12.0,7.0,17.0,10.75,105.0,84.0,111.0
E01000009,2026-01-01,7,85,11.0,7.0,12.0,10.666666666666666,78.0,92.0,97.0
E01000009,2026-02-01,8,86,7.0,12.0,4.0,10.416666666666666,85.0,105.0,71.0
E01000009,2026-03-01,6,87,8.0,11.0,7.0,10.5,86.0,78.0,84.0
E01000011,2023-04-01,9,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01000011,2023-05-01,1,64,9.0,0.0,0.0,0.0,77.0,0.0,0.0
E01000011,2023-06-01,8,63,1.0,0.0,0.0,0.0,64.0,0.0,0.0
E01000011,2023-07-01,5,71,8.0,9.0,0.0,0.0,63.0,77.0,0.0
E01000011,2023-08-01,5,75,5.0,1.0,0.0,0.0,71.0,64.0,0.0
E01000011,2023-09-01,4,81,5.0,8.0,0.0,0.0,75.0,63.0,0.0
E01000011,2023-10-01,1,54,4.0,5.0,9.0,0.0,81.0,71.0,77.0
E01000011,2023-11-01,5,50,1.0,5.0,1.0,0.0,54.0,75.0,64.0
E01000011,2023-12-01,7,76,5.0,4.0,8.0,0.0,50.0,81.0,63.0
E01000011,2024-01-01,5,48,7.0,1.0,5.0,0.0,76.0,54.0,71.0
E01000011,2024-02-01,7,53,5.0,5.0,5.0,0.0,48.0,50.0,75.0
E01000011,2024-03-01,1,47,7.0,7.0,4.0,0.0,53.0,76.0,81.0
E01000011,2024-04-01,4,69,1.0,5.0,1.0,4.833333333333333,47.0,48.0,54.0
E01000011,2024-05-01,1,67,4.0,7.0,5.0,4.416666666666667,69.0,53.0,50.0
E01000011,2024-06-01,3,78,1.0,1.0,7.0,4.416666666666667,67.0,47.0,76.0
E01000011,2024-07-01,3,58,3.0,4.0,5.0,4.0,78.0,69.0,48.0
